,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,acousticness,popularity,album_release_date,vibe
722,TOTO,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,8.01E-05,0.0481,0.732,92.718,295893,4,0.257,85,4/8/82,upbeat
723,The Chainsmokers,Closer,Closer,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0,0.111,0.661,95.01,244960,4,0.414,85,7/29/16,upbeat
724,Sam Smith,In The Lonely Hour,Stay With Me,5Nm9ERjJZ5oyfXZTECKmRt,0.418,0.42,0,-6.444,1,0.0414,6.39E-05,0.11,0.184,84.094,172724,4,0.588,85,5/26/14,upbeat
725,Rihanna,Good Girl Gone Bad: Reloaded,Umbrella,49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0,0.0426,0.575,174.028,275987,4,0.00864,85,6/2/08,upbeat
726,Maroon 5,V,Maps,4gbVRS8gloEluzf0GzDOFc,0.742,0.713,1,-5.522,0,0.0303,0,0.059,0.879,120.032,189960,4,0.0205,85,9/2/14,upbeat
727,The Goo Goo Dolls,Dizzy up the Girl,Iris,6Qyc6fS4DsZjB2mRW9DsQs,0.315,0.715,11,-8.072,0,0.0362,7.97E-06,0.0942,0.497,155.925,289533,3,0.00125,85,9/11/98,upbeat
728,WALK THE MOON,TALKING IS HARD,Shut Up and Dance,4kbj5MwxO1bq9wjT5g9HaA,0.578,0.866,1,-3.804,1,0.0619,0,0.257,0.619,128.038,199080,4,0.00701,84,12/2/14,upbeat
729,Ed Sheeran,x (Deluxe Edition),Thinking out Loud,34gCuhDGsG4bRPIf9bb02f,0.781,0.445,2,-6.061,1,0.0295,0,0.184,0.591,78.998,281560,4,0.474,84,6/21/14,upbeat
730,Dua Lipa,Future Nostalgia,Levitating (feat. DaBaby),5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0,0.0674,0.915,102.977,203064,4,0.00883,84,3/27/20,upbeat
731,ABBA,Arrival,Dancing Queen,0GjEhVFGZW8afUYGChu3Rr,0.543,0.87,9,-6.514,1,0.0428,0.000939,0.792,0.754,100.804,230400,4,0.358,84,1976,upbeat
732,Harry Styles,Fine Line,Falling,1ZMiCix7XSAbfAJlEZWMCp,0.567,0.267,4,-6.502,1,0.0299,1.46E-06,0.089,0.0592,110.011,240133,4,0.839,84,12/13/19,upbeat
733,Calvin Harris,This Is What You Came For,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.119,0.148,0.465,123.962,222160,4,0.199,84,4/29/16,upbeat
734,One Direction,Midnight Memories (Deluxe),Story of My Life,4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0,0.119,0.286,121.07,245493,4,0.225,84,11/25/13,upbeat
735,Bruno Mars,Doo-Wops & Hooligans,Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0,0.0622,0.424,109.021,220734,4,0.0134,84,10/5/10,upbeat
736,GAYLE,abcdefu,abcdefu,4fouWK6XVHhzl78KzQ1UjL,0.695,0.54,4,-5.692,1,0.0493,0,0.367,0.415,121.932,168602,4,0.299,84,8/13/21,upbeat
737,Mark Ronson,Uptown Special,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,8.15E-05,0.0344,0.928,114.988,269667,4,0.00801,84,1/12/15,upbeat
738,Marshmello,Happier,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0,0.167,0.671,100.015,214290,4,0.191,84,8/17/18,upbeat
739,Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",4HlFJV71xXKIGcU3kRyttv,0.673,0.886,1,-4.44,0,0.0431,0,0.0826,0.795,97.012,216773,4,0.185,83,12/1/10,upbeat
740,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Summer Of '69,0GONea6G2XdnHWjNZd6zt3,0.508,0.834,2,-6.205,1,0.0386,0,0.0732,0.774,139.131,216053,4,0.0183,83,11/5/84,upbeat
741,Panic! At The Disco,Pray for the Wicked,High Hopes,1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.729,1,0.0618,0,0.064,0.681,82.014,190947,4,0.193,83,6/22/18,upbeat
742,Whitney Houston,Whitney,I Wanna Dance with Somebody (Who Loves Me),2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1,-8.824,1,0.0453,0.000307,0.0888,0.867,118.818,291293,4,0.207,83,6/2/87,upbeat
743,Dua Lipa,Future Nostalgia,Don't Start Now,3PfIrDoz19wz7qK7tYeu62,0.793,0.793,11,-4.521,0,0.083,0,0.0951,0.679,123.95,183290,4,0.0123,83,3/27/20,upbeat
744,Kesha,Animal (Expanded Edition),TiK ToK,0HPD5WQqrq7wPWR7P7Dw1i,0.755,0.837,2,-2.718,0,0.142,0,0.289,0.714,120.028,199693,4,0.0991,83,1/1/10,upbeat
745,P!nk,The Truth About Love,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,0.778,0.547,2,-7.273,1,0.0489,0.000302,0.132,0.441,95.002,242733,4,0.346,83,9/18/12,upbeat
746,Pitbull,Global Warming: Meltdown (Deluxe Version),Timber (feat. Ke$ha),3cHyrEgdyYRjgJKSOiOtcS,0.581,0.963,11,-4.087,1,0.0981,0,0.139,0.788,129.992,204160,4,0.0295,83,2012,upbeat
747,Shakira,Laundry Service,"Whenever, Wherever",2lnzGkdtDj5mtlcOW2yRtG,0.794,0.832,1,-4.862,0,0.0407,1.14E-05,0.203,0.871,107.657,196160,4,0.237,83,11/13/01,upbeat
748,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,Bruises,4Of7rzpRpV1mWRbhp5rAqG,0.736,0.308,4,-7.83,1,0.0677,0,0.186,0.361,111.202,220492,4,0.946,83,5/17/19,upbeat
749,Backstreet Boys,Millennium,I Want It That Way,47BBI51FKFwOMlIiX6m8ya,0.689,0.694,6,-5.83,0,0.027,0,0.148,0.482,99.039,213307,4,0.257,83,5/18/99,upbeat
750,Justin Bieber,Purpose (Deluxe),Sorry,09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0,0.299,0.41,99.945,200787,4,0.0797,83,11/13/15,upbeat
751,Coldplay,My Universe,My Universe,3FeVmId7tL5YN8B7R3imoM,0.588,0.701,9,-6.39,1,0.0402,0,0.2,0.443,104.988,228000,4,0.00813,83,9/24/21,upbeat
752,Ariana Grande,"thank u, next","thank u, next",3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1,-5.634,1,0.0658,0,0.101,0.412,106.966,207320,4,0.229,82,2/8/19,upbeat
753,Maroon 5,V,Sugar,2iuZJX9X9P0GKaE93xcPjk,0.748,0.788,1,-7.055,1,0.0334,0,0.0863,0.884,120.076,235493,4,0.0591,82,9/2/14,upbeat
754,Adele,21,Set Fire to the Rain,73CMRj62VK8nUS4ezD2wvi,0.603,0.67,2,-3.882,0,0.0249,1.68E-06,0.112,0.446,107.993,242974,4,0.00408,82,1/24/11,upbeat
755,Shawn Mendes,Illuminate (Deluxe),Mercy,0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,11,-4.952,0,0.0827,0,0.111,0.356,148.128,208733,4,0.125,82,4/20/17,upbeat
756,Snow Patrol,Eyes Open,Chasing Cars,5hnyJvgoWiQUYZttV4wXy6,0.56,0.595,9,-4.53,1,0.0274,6.47E-05,0.132,0.144,104.011,267960,4,0.199,82,1/1/06,upbeat
757,MAGIC!,Don't Kill the Magic,Rude,6RtPijgfPKROxEzTHNRiDp,0.773,0.758,1,-4.993,1,0.0381,0,0.305,0.925,144.033,224840,4,0.0422,82,6/25/14,upbeat
758,Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,0.647,0.822,5,-4.662,0,0.183,0,0.0908,0.962,160.019,232720,4,0.219,82,3/3/14,upbeat
759,Spice Girls,Spice,Wannabe,1Je1IMUlBXcx1Fz0WE7oPT,0.768,0.864,11,-6.145,1,0.0324,0,0.162,0.891,110.008,173027,4,0.101,82,1/1/96,upbeat
760,Rihanna,Talk That Talk,We Found Love,0U10zFw4GlBacOy9VDGfGL,0.735,0.766,1,-4.485,1,0.0383,0.00138,0.108,0.6,127.985,215227,4,0.025,82,11/19/11,upbeat
761,Shawn Mendes,Shawn Mendes (Deluxe),Señorita,6v3KW9xbzN5yKLt9YKDYA2,0.759,0.548,9,-6.049,0,0.029,0,0.0828,0.749,116.967,190800,4,0.0392,82,6/19/19,upbeat
762,Ariana Grande,Stuck with U,Stuck with U (with Justin Bieber),4HBZA5flZLE435QTztThqH,0.597,0.45,8,-6.658,1,0.0418,0,0.382,0.537,178.765,228482,3,0.223,82,5/8/20,upbeat
763,4 Non Blondes,"Bigger, Better, Faster, More !",What's Up?,0jWgAnTrNZmOGmqgvHhZEm,0.565,0.564,2,-10.044,1,0.0292,0,0.114,0.454,134.355,295533,4,0.161,82,1/1/92,upbeat
764,Jonas Brothers,Happiness Begins,Sucker,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1,-5.065,0,0.0588,0,0.106,0.952,137.958,181027,4,0.0427,82,6/7/19,upbeat
765,Lukas Graham,Lukas Graham,7 Years,5kqIPrATaCc2LqxVWzQGbk,0.765,0.473,10,-5.829,1,0.0514,0,0.391,0.34,119.992,237300,4,0.287,82,4/1/16,upbeat
766,Dua Lipa,Dua Lipa (Deluxe),New Rules,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,1.56E-05,0.153,0.608,116.073,209320,4,0.00261,81,6/2/17,upbeat
767,Calum Scott,Only Human (Deluxe),Dancing On My Own,2BOqDYLOJBiMOXShCV1neZ,0.681,0.174,1,-8.745,1,0.0315,3.35E-05,0.0983,0.231,112.672,260285,4,0.837,81,3/9/18,upbeat
768,Ava Max,Heaven & Hell,Sweet but Psycho,7DnAm9FOTWE3cUvso43HhI,0.72,0.706,1,-4.719,1,0.0473,0,0.166,0.62,133.002,187436,4,0.0684,81,9/18/20,upbeat
769,Adele,21,Rolling in the Deep,1c8gk2PeTE04A1pIDH9YMk,0.73,0.769,8,-5.114,1,0.0298,0,0.0473,0.507,104.948,228093,4,0.138,81,1/24/11,upbeat
770,Jason Mraz,We Sing. We Dance. We Steal Things.,I'm Yours,1EzrEOXmMH3G43AXT1y7pA,0.703,0.444,11,-9.331,1,0.0417,0,0.0973,0.712,150.96,242947,4,0.559,81,5/12/08,upbeat
771,Fleetwood Mac,Tango In the Night (Deluxe Edition),Everywhere - 2017 Remaster,254bXAqt3zP6P50BdQvEsq,0.73,0.487,4,-10.991,1,0.0303,0.01,0.0852,0.731,114.965,226653,4,0.258,81,4/13/87,upbeat
772,Black Eyed Peas,Elephunk,Where Is The Love?,0xmjwnQ3FNE6HuWCt2nHdZ,0.834,0.699,5,-3.222,1,0.178,0,0.131,0.809,94.086,272533,4,0.111,81,6/24/03,upbeat
773,Maroon 5,Songs About Jane: 10th Anniversary Edition,This Love,6ECp64rv50XVz93WvxXMGF,0.712,0.862,5,-4.612,0,0.0378,0,0.093,0.809,95.051,206200,4,0.0525,81,2002,upbeat
774,Lorde,Pure Heroine,Royals,2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0,0.132,0.337,84.878,190185,4,0.121,81,9/27/13,upbeat
775,George Ezra,Wanted on Voyage (Expanded Edition),Budapest,2ixsaeFioXJmMgkkbd4uj1,0.717,0.455,5,-8.303,1,0.0276,0,0.11,0.389,127.812,200733,4,0.0846,81,6/30/14,upbeat
776,Cyndi Lauper,She's So Unusual,Girls Just Want to Have Fun,4y1LsJpmMti1PfRQV9AWWe,0.71,0.799,6,-4.897,1,0.0328,0.000602,0.349,0.725,120.372,238267,4,0.22,81,10/14/83,upbeat
777,Zedd,The Middle,The Middle,09IStsImFySgyp0pIQdqAc,0.753,0.657,7,-3.061,1,0.0449,0,0.112,0.437,107.01,184732,4,0.171,81,1/23/18,upbeat
778,Avril Lavigne,Let Go,Complicated,5xEM5hIgJ1jjgcEBfpkt2F,0.585,0.776,5,-5.898,1,0.0459,7.74E-06,0.3,0.427,77.987,244507,4,0.0572,81,6/4/02,upbeat
779,The Fray,How To Save A Life,How to Save a Life,5fVZC9GiM4e8vu99W0Xf6J,0.64,0.743,10,-4.08,1,0.0379,0,0.101,0.361,122.035,262533,4,0.269,81,9/13/05,upbeat
780,Billy Joel,An Innocent Man,Uptown Girl,5zA8vzDGqPl2AzZkEYQGKh,0.701,0.944,4,-2.986,1,0.0455,0,0.601,0.792,128.993,197707,4,0.0755,81,8/8/83,upbeat
781,Camila Cabello,Camila,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,0.765,0.523,2,-4.333,1,0.03,3.56E-05,0.132,0.394,104.988,217307,4,0.184,81,1/12/18,upbeat
782,Wham!,Make It Big,Wake Me Up Before You Go-Go,0ikz6tENMONtK6qGkOrU3c,0.62,0.573,0,-11.893,1,0.0423,0,0.0607,0.897,81.548,231333,4,0.271,81,10/23/84,upbeat
783,Maroon 5,Songs About Jane: 10th Anniversary Edition,She Will Be Loved - Radio Mix,4llK75pXNWZz6KAho2Gp16,0.651,0.663,0,-5.569,0,0.0281,0,0.0994,0.465,102,259453,4,0.228,81,2002,upbeat
784,Ed Sheeran,÷ (Deluxe),Galway Girl,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0,0.327,0.781,99.943,170827,4,0.0735,80,3/3/17,upbeat
785,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,0.731,0.445,0,-8.418,1,0.0533,1.96E-05,0.14,0.106,117.97,247160,4,0.0586,80,11/9/17,upbeat
786,Adele,21,Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,0.556,0.319,9,-8.251,1,0.0281,0,0.0996,0.294,135.187,285240,4,0.893,80,1/24/11,upbeat
787,One Direction,Made In The A.M. (Deluxe Edition),Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0,0.0657,0.595,138.113,192120,4,0.109,80,11/13/15,upbeat
788,Scorpions,Crazy World,Wind Of Change,3ovjw5HZZv43SxTwApooCM,0.452,0.524,0,-10.108,1,0.0351,0,0.103,0.246,151.505,312360,4,0.315,80,1/1/90,upbeat
789,Dua Lipa,Dua Lipa (Deluxe),IDGAF,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0,0.0824,0.51,97.028,217947,4,0.0403,80,6/2/17,upbeat
790,Niall Horan,Flicker (Deluxe),This Town,0qvzXomUDJVaUboy2wMfiS,0.677,0.401,9,-8.467,1,0.0308,0,0.116,0.195,111.825,232852,4,0.712,80,10/20/17,upbeat
791,The Clash,Combat Rock (Remastered),Should I Stay or Should I Go - Remastered,39shmbIHICJ2Wxnk1fPSdz,0.743,0.836,2,-6.465,1,0.116,0,0.384,0.82,113.375,188987,4,0.0804,80,1982,upbeat
792,U2,The Joshua Tree (Super Deluxe),With Or Without You - Remastered,6ADSaE87h8Y3lccZlBJdXH,0.54,0.429,2,-11.822,1,0.0285,0.355,0.141,0.113,110.171,295516,4,0.000202,80,3/3/87,upbeat
793,American Authors,"Oh, What A Life",Best Day Of My Life,5Hroj5K7vLpIG4FNCRIjbP,0.673,0.902,2,-2.392,1,0.0346,0.000262,0.0558,0.538,100.012,194240,4,0.0591,80,1/1/14,upbeat
794,Lil Uzi Vert,Just Wanna Rock,Just Wanna Rock,4FyesJzVpA39hbYvcseO2d,0.486,0.545,11,-7.924,1,0.0336,0.00474,0.0642,0.0385,150.187,123891,4,0.0652,90,10/17/22,upbeat
795,Drake,Her Loss,Rich Flex,1bDbXMyjaUIooNwFE9wn0N,0.561,0.52,11,-9.342,0,0.244,1.86E-06,0.355,0.424,153.15,239360,3,0.0503,90,11/4/22,upbeat
796,Metro Boomin,HEROES & VILLAINS,Superhero (Heroes & Villains) [with Future & Chris Brown],0vjeOZ3Ft5jvAi9SBFJm1j,0.526,0.606,5,-5.3,0,0.259,2.36E-06,0.194,0.492,116.622,182667,4,0.152,90,12/2/22,upbeat
797,Eminem,The Eminem Show,Till I Collapse,4xkOaSrkexMciUUogZKVTS,0.548,0.847,1,-3.237,1,0.186,0,0.0816,0.1,171.447,297787,4,0.0622,86,5/26/02,upbeat
798,Ice Spice,Princess Diana (with Nicki Minaj),Princess Diana (with Nicki Minaj),0ZxhtATQ0a6EvQNZ0z6NKV,0.898,0.676,9,-5.196,1,0.187,0,0.101,0.742,147.991,172125,4,0.14,86,4/14/23,upbeat
799,Central Cee,Doja,Doja,3LtpKP5abr2qqjunvjlX5i,0.911,0.573,6,-7.43,1,0.288,0,0.403,0.972,140.04,97393,4,0.38,86,7/21/22,upbeat
800,Kendrick Lamar,DAMN.,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,5.39E-05,0.0958,0.421,150.011,177000,4,0.000282,86,4/14/17,upbeat
801,JAY-Z,Watch The Throne (Deluxe),Ni**as In Paris,4Li2WHPkuyCdtmokzW2007,0.789,0.858,1,-5.542,1,0.311,0,0.349,0.775,140.022,219333,4,0.127,85,8/8/11,upbeat
802,Drake,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0,-4.711,1,0.175,2.41E-06,0.093,0.366,165.921,218365,4,0.000307,88,6/17/22,upbeat
803,Lil Baby,Drip Harder,Drip Too Hard (Lil Baby & Gunna),78QR3Wp35dqAhFEc2qAGjE,0.897,0.662,1,-6.903,0,0.292,0,0.534,0.389,112.511,145543,4,0.0852,85,10/5/18,upbeat
804,Dr. Dre,2001,Still D.R.E.,503OTo2dSqe7qk76rgsbep,0.816,0.775,11,-3.323,1,0.234,0.00031,0.0543,0.527,93.431,270587,4,0.16,84,11/16/99,upbeat
805,21 Savage,Without Warning,Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,-8.28,1,0.206,5.05E-05,0.114,0.333,100.007,172800,4,0.149,84,10/30/17,upbeat
806,Travis Scott,ASTROWORLD,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0,0.124,0.446,155.008,312820,4,0.00513,84,8/3/18,upbeat
807,Eminem,Music To Be Murdered By,Godzilla (feat. Juice WRLD),7FIWs0pqAYbP91WWM0vlTQ,0.808,0.745,10,-5.26,0,0.342,0,0.292,0.829,165.995,210800,4,0.145,83,1/17/20,upbeat
808,Nicki Minaj,Red Ruby Da Sleeze,Red Ruby Da Sleeze,4ZYAU4A2YBtlNdqOUtc7T2,0.696,0.733,1,-6.181,1,0.256,0,0.111,0.292,98.355,214445,4,0.115,83,3/3/23,upbeat
809,Pop Smoke,Meet The Woo,Dior,79s5XnCN4TJKTVMSmOx8Ep,0.548,0.805,7,-5.732,1,0.351,0.000389,0.408,0.648,142.094,216387,4,0.212,83,7/26/19,upbeat
810,Post Malone,Hollywood's Bleeding,Wow.,7xQAfvXzm3AkraOtGPWIZg,0.829,0.539,11,-7.359,0,0.208,1.78E-06,0.103,0.388,99.96,149547,4,0.136,83,9/6/19,upbeat
811,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),27NovPIUIRrOZoCHxABJwK,0.736,0.704,3,-7.409,0,0.0615,0,0.0501,0.894,149.995,212000,4,0.0203,83,7/23/21,upbeat
812,2Pac,Greatest Hits,Hit 'Em Up - Single Version,0Z2J91b2iTGLVTZC4fKgxf,0.916,0.844,7,-3.967,1,0.236,0,0.0778,0.586,95.19,312627,4,0.0394,83,1/1/98,upbeat
813,Lil Baby,Harder Than Ever,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,5,-9.309,0,0.53,0,0.108,0.562,119.957,142273,4,0.0355,83,5/18/18,upbeat
814,Macklemore & Ryan Lewis,The Heist,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0,0.0862,0.847,146.078,258343,4,0.0291,83,10/9/12,upbeat
815,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,0.801,0.601,8,-7.574,0,0.255,3.23E-05,0.145,0.74,159.969,182907,4,0.0777,83,5/6/22,upbeat
816,J. Cole,Cole World: The Sideline Story,Work Out,2wAJTrFhCnQyNSD3oUgTZO,0.831,0.427,2,-6.903,1,0.106,0,0.307,0.216,93.004,235320,4,0.0531,82,9/27/11,upbeat
817,Meek Mill,Championships,Going Bad (feat. Drake),2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0,0.252,0.544,86.003,180522,4,0.259,82,11/30/18,upbeat
818,Dr. Dre,2001,The Next Episode,4LwU4Vp6od3Sb08CsP99GC,0.922,0.909,10,-2.429,0,0.27,0,0.0856,0.309,95.295,161507,4,0.0281,82,11/16/99,upbeat
819,NF,Perception,Let You Down,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0,0.179,0.464,147.997,212120,4,0.312,82,10/6/17,upbeat
820,XXXTENTACION,Look At Me!,Look At Me!,7floNISpH8VF4z4459Qo18,0.763,0.726,1,-6.405,1,0.282,0,0.0976,0.349,139.059,126346,4,0.259,82,2/20/17,upbeat
821,Kendrick Lamar,To Pimp A Butterfly,Alright,3iVcZ5G6tvkXZkZKlMpIUs,0.796,0.766,7,-5.974,1,0.238,0,0.0827,0.558,110.034,219333,4,0.0742,82,3/16/15,upbeat
822,Lil Tecca,We Love You Tecca,Ransom,1lOe9qE0vR9zwWQAOk6CoO,0.745,0.642,7,-6.257,0,0.287,0,0.0658,0.226,179.974,131240,4,0.0204,82,8/30/19,upbeat
823,Dr. Dre,2001,Forgot About Dre,7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,8,-1.299,1,0.0774,0,0.163,0.621,133.974,222293,4,0.0827,81,11/16/99,upbeat
824,2Pac,Greatest Hits,California Love - Original Version,3ia3dJETSOllPsv3LJkE35,0.763,0.85,7,-3.052,1,0.0417,1.21E-06,0.371,0.761,91.519,284907,4,0.0304,81,1/1/98,upbeat
825,Playboi Carti,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,0.791,0.582,11,-7.323,0,0.286,0,0.35,0.443,162.991,181812,4,0.0114,80,4/14/17,upbeat
826,Pop Smoke,Meet The Woo 2,Invincible,792HwhrdO3ErRKL5yRe4Ge,0.548,0.732,11,-5.652,0,0.336,0,0.269,0.612,142.791,127547,4,0.125,80,2/7/20,upbeat
827,Nicki Minaj,Super Freaky Girl,Super Freaky Girl,4C6Uex2ILwJi9sZXRdmqXp,0.95,0.891,2,-2.653,1,0.241,1.77E-05,0.309,0.912,133.01,170977,4,0.0645,80,8/12/22,upbeat
828,Drake,Scorpion,Nonstop,0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0.123,0.0126,0.104,0.423,154.983,238614,4,0.0165,79,6/29/18,upbeat
829,Kendrick Lamar,DAMN.,DNA.,6HZILIRieu8S0iqY8kIKhj,0.638,0.523,1,-6.664,1,0.357,0,0.0842,0.422,139.913,185947,4,0.00454,81,4/14/17,upbeat
830,DaBaby,BLAME IT ON BABY,ROCKSTAR (feat. Roddy Ricch),7ytR5pFWmSjzHJIeQkgog4,0.746,0.69,11,-7.956,1,0.164,0,0.101,0.497,89.977,181733,4,0.247,79,4/17/20,upbeat
831,Dr. Dre,The Chronic,"Nuthin' But A ""G"" Thang",5Tbpp3OLLClPJF8t1DmrFD,0.669,0.821,11,-4.37,0,0.29,0,0.147,0.684,94.895,237573,4,0.00182,79,12/15/92,upbeat
832,Sleepy Hallow,Die Young (feat. 347aidan),Die Young (feat. 347aidan),6EbVuwU7EnKeF2hdpViXCH,0.808,0.582,11,-6.26,1,0.338,0,0.111,0.675,77.471,148817,4,0.827,78,5/25/22,upbeat
833,Eminem,Curtain Call: The Hits (Deluxe Edition),Lose Yourself,5Z01UMMf7V1o0MzF86s6WJ,0.692,0.744,2,-4.565,1,0.257,0.000423,0.359,0.0612,171.374,326467,4,0.00868,78,12/6/05,upbeat
834,Wiz Khalifa,Rolling Papers,Black and Yellow,5A6OHHy73AR5tLxgTc98zz,0.684,0.834,2,-4.524,0,0.0675,0,0.271,0.538,164.02,217667,4,0.0646,78,3/29/11,upbeat
835,JACKBOYS,JACKBOYS,OUT WEST (feat. Young Thug),6gi6y1xwmVszDWkUqab1qw,0.802,0.591,8,-4.895,1,0.225,0,0.196,0.309,139.864,157712,4,0.0104,78,12/27/19,upbeat
836,Pop Smoke,Meet The Woo 2,Element,57BGVV6wcyhbn3hsjlqEZB,0.772,0.878,2,-4.22,1,0.324,2.18E-06,0.251,0.305,61.311,135747,5,0.0301,80,2/7/20,upbeat
837,NLE Choppa,DO IT AGAIN (feat. 2Rare),DO IT AGAIN (feat. 2Rare),5gAwpwuchaCGnJLlBMGBzp,0.806,0.64,11,-7.398,0,0.317,0,0.201,0.716,160.054,213206,4,0.0864,78,10/7/22,upbeat
838,Drake,"Honestly, Nevermind",Sticky,4rmVZajAF7PkrCagGPHbqa,0.853,0.495,6,-14.63,1,0.14,0.000217,0.0844,0.0774,137.027,243228,4,0.0917,78,6/17/22,upbeat
839,Eminem,The Marshall Mathers LP2 (Deluxe),Rap God,6or1bKJiZ06IlK0vFvY75k,0.708,0.843,7,-2.66,1,0.314,0,0.799,0.625,148.14,363521,4,0.397,78,11/5/13,upbeat
840,ScHoolboy Q,Oxymoron (Deluxe),Collard Greens,0zO8ctW0UiuOefR87OeJOZ,0.825,0.575,11,-4.87,1,0.0633,9.94E-06,0.205,0.65,153.954,299960,4,0.025,78,1/1/14,upbeat
841,Baby Keem,family ties (with Kendrick Lamar),family ties (with Kendrick Lamar),7Bpx2vsWfQFBACRz4h3IqH,0.711,0.611,1,-5.453,1,0.329,0,0.231,0.144,134.14,252070,4,0.00575,77,8/27/21,upbeat
842,Tory Lanez,The New Toronto 3,Broke In A Minute,4xqIYGwwZTEem9U8A42SPF,0.929,0.7,0,-5.595,0,0.0906,0,0.349,0.802,120.009,132024,4,0.144,77,4/10/20,upbeat
843,Ms. Lauryn Hill,The Miseducation of Lauryn Hill,Doo Wop (That Thing),0uEp9E98JB5awlA084uaIg,0.535,0.505,2,-8.926,0,0.245,0,0.0923,0.495,99.935,320267,4,0.0393,77,8/25/98,upbeat
844,The Game,The Documentary,How We Do,4PmMVdIFpJTB9WQbmILf4p,0.862,0.648,4,-7.401,0,0.251,0,0.0332,0.637,98.012,235533,4,0.0455,77,2005,upbeat
845,Waka Flocka Flame,Flockaveli,No Hands (feat. Roscoe Dash & Wale),03tqyYWC9Um2ZqU0ZN849H,0.76,0.595,1,-6.366,1,0.0391,0,0.241,0.361,131.497,263773,4,0.00544,77,10/1/10,upbeat
846,Kodak Black,Dying to Live,ZEZE (feat. Travis Scott & Offset),0FZ4Dmg8jJJAPJnvBIzD9z,0.861,0.603,8,-5.788,0,0.176,0,0.0924,0.504,98.043,228760,4,0.0521,77,12/14/18,upbeat
